2016-09-15 15:12:43.3380	EyeTracking Fixation	Ended	583	548	100
2016-09-15 17:12:43.3887	EyeTracking AOI	NULL
2016-09-15 15:12:43.3710	EyeTracking Fixation	Started	51	586	-63609549163371
2016-09-15 17:12:43.5047	EyeTracking AOI	NULL
2016-09-15 15:12:43.5870	EyeTracking Fixation	Ended	50	569	216
2016-09-15 17:12:43.6388	EyeTracking AOI	NULL
2016-09-15 15:12:43.6030	EyeTracking Fixation	Started	37	569	-63609549163603
2016-09-15 17:12:43.7568	EyeTracking AOI	NULL
2016-09-15 17:12:43.9868	GAME Move	(0.3, 0.0, -0.4)
2016-09-15 17:12:43.9878	IDEAL PATH Gaze Factor	-0.0162192623874623	=	0.0339646941121637	*	-0.47753300335638	(none)	2016-09-15 15:12:39.9060
2016-09-15 17:12:43.9878	IDEAL PATH Gaze Factor	-0.00976523596578105	=	0.030105069781236	*	-0.324371809689927	(none)	2016-09-15 15:12:40.1720
2016-09-15 17:12:43.9878	IDEAL PATH Gaze Factor	-0.00886789932653777	=	0.0388535515980054	*	-0.22823909171261	(none)	2016-09-15 15:12:40.6390
2016-09-15 17:12:43.9878	IDEAL PATH Gaze Factor	-0.030899274028396	=	0.0427131759289331	*	-0.72341317067611	(none)	2016-09-15 15:12:41.1060
2016-09-15 17:12:43.9878	IDEAL PATH Gaze Factor	-0.0295908529008678	=	0.0337073858234352	*	-0.877874453268774	(none)	2016-09-15 15:12:41.3050
2016-09-15 17:12:43.9878	IDEAL PATH Gaze Factor	-0.0160631062894477	=	0.0257308288728513	*	-0.62427473163898	(none)	2016-09-15 15:12:41.4880
2016-09-15 17:12:43.9878	IDEAL PATH Gaze Factor	-0.0162142759124109	=	0.0257308288728513	*	-0.630149770632482	(none)	2016-09-15 15:12:41.4880
2016-09-15 17:12:43.9878	IDEAL PATH Gaze Factor	-0.00641905212179964	=	0.0265027537390368	*	-0.242203213485126	(none)	2016-09-15 15:12:41.7350
2016-09-15 17:12:43.9878	IDEAL PATH Gaze Factor	-0.0269638208116226	=	0.0519762743231596	*	-0.518771711954122	(none)	2016-09-15 15:12:41.9040
2016-09-15 17:12:43.9878	IDEAL PATH Gaze Factor	-0.00746748469280324	=	0.030105069781236	*	-0.248047413510983	(none)	2016-09-15 15:12:42.1560
2016-09-15 17:12:43.9878	IDEAL PATH Gaze Factor	-0.0522675643278912	=	0.0769351783298253	*	-0.67937145870797	(none)	2016-09-15 15:12:42.5050
2016-09-15 17:12:43.9878	IDEAL PATH Gaze Factor	-0.0133712119304	=	0.0465728002598608	*	-0.28710345643365	(none)	2016-09-15 15:12:42.9060
2016-09-15 17:12:43.9878	IDEAL PATH Gaze Factor	-0.00785910535341621	=	0.0254735205841228	*	-0.308520580320361	(none)	2016-09-15 15:12:43.1210
2016-09-15 17:12:43.9878	IDEAL PATH Gaze Factor	-0.00807846747260648	=	0.0257308288728513	*	-0.313960638910086	(none)	2016-09-15 15:12:43.2380
2016-09-15 17:12:43.9878	IDEAL PATH Gaze Factor	-0.0413135194600361	=	0.0555785903653587	*	-0.743335143774825	(none)	2016-09-15 15:12:43.3710
2016-09-15 17:12:43.9878	IDEAL PATH moveDistanceFactor	-0.410386464483551
2016-09-15 17:12:43.9888	IDEAL PATH eyeMovementsFactor	-0.291360132981479
2016-09-15 17:12:43.9888	IDEAL PATH SCORE	-0.380629881608033
2016-09-15 17:12:43.9908	TargetDistance	0.578409254550934
2016-09-15 17:12:43.9908	GAME DoubleClick	(23.0, 653.0, 0.0)
2016-09-15 15:12:44.1380	EyeTracking Fixation	Ended	46	577	535
2016-09-15 17:12:44.1908	EyeTracking AOI	NULL
2016-09-15 15:12:44.1700	EyeTracking Fixation	Started	77	588	-63609549164170
2016-09-15 17:12:44.3098	EyeTracking AOI	NULL
2016-09-15 15:12:44.2860	EyeTracking Fixation	Ended	91	589	116
2016-09-15 17:12:44.3558	EyeTracking AOI	NULL
2016-09-15 15:12:44.9700	EyeTracking Fixation	Started	368	101	-63609549164970
2016-09-15 17:12:45.1079	EyeTracking AOI	NULL
2016-09-15 15:12:45.0700	EyeTracking Fixation	Ended	390	105	100
2016-09-15 17:12:45.1239	EyeTracking AOI	NULL
2016-09-15 15:12:45.1030	EyeTracking Fixation	Started	152	131	-63609549165103
2016-09-15 17:12:45.2419	EyeTracking AOI	NULL
2016-09-15 15:12:45.2020	EyeTracking Fixation	Ended	160	139	99
2016-09-15 17:12:45.2619	EyeTracking AOI	NULL
2016-09-15 15:12:45.2530	EyeTracking Fixation	Started	207	641	-63609549165253
2016-09-15 17:12:45.3909	EyeTracking AOI	NULL
2016-09-15 15:12:45.4200	EyeTracking Fixation	Ended	222	655	167
2016-09-15 17:12:45.4739	EyeTracking AOI	NULL
2016-09-15 15:12:45.4350	EyeTracking Fixation	Started	226	573	-63609549165435
2016-09-15 17:12:45.5749	EyeTracking AOI	NULL
2016-09-15 15:12:45.6360	EyeTracking Fixation	Ended	230	552	201
2016-09-15 17:12:45.6900	EyeTracking AOI	NULL
2016-09-15 15:12:46.0190	EyeTracking Fixation	Started	215	534	-63609549166019
2016-09-15 17:12:46.1540	EyeTracking AOI	NULL
2016-09-15 15:12:46.2020	EyeTracking Fixation	Ended	213	557	183
2016-09-15 17:12:46.2570	EyeTracking AOI	NULL
2016-09-15 15:12:46.2170	EyeTracking Fixation	Started	216	584	-63609549166217
2016-09-15 17:12:46.3550	EyeTracking AOI	NULL
2016-09-15 17:12:46.4060	GAME Move	(0.2, 0.0, -0.4)
2016-09-15 17:12:46.4060	IDEAL PATH Gaze Factor	-0.16490111261897	=	0.221509940103298	*	-0.744441141296278	(none)	2016-09-15 15:12:43.6030
2016-09-15 17:12:46.4060	IDEAL PATH Gaze Factor	-0.0337821064541542	=	0.0480283234616497	*	-0.70337884021975	(none)	2016-09-15 15:12:44.1700
2016-09-15 17:12:46.4060	IDEAL PATH Gaze Factor	-0.0274076448557928	=	0.0414037271221118	*	-0.661960812729722	(none)	2016-09-15 15:12:44.9700
2016-09-15 17:12:46.4060	IDEAL PATH Gaze Factor	-0.0334193020473267	=	0.0409896898508907	*	-0.815309951573116	(none)	2016-09-15 15:12:45.1030
2016-09-15 17:12:46.4060	IDEAL PATH Gaze Factor	-0.0397760830929314	=	0.0691442242939267	*	-0.575262554452074	(none)	2016-09-15 15:12:45.2530
2016-09-15 17:12:46.4060	IDEAL PATH Gaze Factor	-0.0498335870760931	=	0.0832214915154447	*	-0.598806704477829	(none)	2016-09-15 15:12:45.4350
2016-09-15 17:12:46.4060	IDEAL PATH Gaze Factor	-0.0463155634813225	=	0.0757688206334646	*	-0.611274705005326	(none)	2016-09-15 15:12:46.0190
2016-09-15 17:12:46.4070	IDEAL PATH moveDistanceFactor	-0.345795899504321
2016-09-15 17:12:46.4070	IDEAL PATH eyeMovementsFactor	-0.39543539962659
2016-09-15 17:12:46.4070	IDEAL PATH SCORE	-0.358205774534889
2016-09-15 17:12:46.4070	TargetDistance	0.656189441680908
2016-09-15 17:12:46.4080	GAME DoubleClick	(157.0, 637.0, 0.0)
2016-09-15 15:12:46.5030	EyeTracking Fixation	Ended	218	570	286
2016-09-15 17:12:46.5550	EyeTracking AOI	NULL
2016-09-15 15:12:47.3680	EyeTracking Fixation	Started	239	574	-63609549167368
2016-09-15 17:12:47.5091	EyeTracking AOI	NULL
2016-09-15 15:12:47.5500	EyeTracking Fixation	Ended	243	584	182
2016-09-15 17:12:47.6082	EyeTracking AOI	NULL
2016-09-15 15:12:47.5850	EyeTracking Fixation	Started	336	528	-63609549167585
2016-09-15 17:12:47.7262	EyeTracking AOI	NULL
2016-09-15 15:12:47.9020	EyeTracking Fixation	Ended	344	527	317
2016-09-15 17:12:47.9592	EyeTracking AOI	NULL
2016-09-15 15:12:47.9190	EyeTracking Fixation	Started	330	521	-63609549167919
2016-09-15 17:12:48.0592	EyeTracking AOI	NULL
2016-09-15 15:12:48.0700	EyeTracking Fixation	Ended	341	533	151
2016-09-15 17:12:48.1442	EyeTracking AOI	NULL
2016-09-15 15:12:48.1850	EyeTracking Fixation	Started	341	250	-63609549168185
2016-09-15 17:12:48.3292	EyeTracking AOI	NULL
2016-09-15 15:12:48.3170	EyeTracking Fixation	Ended	341	227	132
2016-09-15 17:12:48.3742	EyeTracking AOI	NULL
2016-09-15 15:12:48.4340	EyeTracking Fixation	Started	717	583	-63609549168434
2016-09-15 17:12:48.5722	EyeTracking AOI	NULL
2016-09-15 15:12:48.5350	EyeTracking Fixation	Ended	710	581	101
2016-09-15 17:12:48.5943	EyeTracking AOI	NULL
2016-09-15 17:12:48.6593	GAME Move	(0.2, 0.0, -0.4)
2016-09-15 17:12:48.6593	IDEAL PATH Gaze Factor	-0.0765875042271215	=	0.126985525248541	*	-0.603119954634369	(none)	2016-09-15 15:12:46.2170
2016-09-15 17:12:48.6593	IDEAL PATH Gaze Factor	-0.0467174398425302	=	0.0808089706127078	*	-0.57812195215841	(none)	2016-09-15 15:12:47.3680
2016-09-15 17:12:48.6593	IDEAL PATH Gaze Factor	-0.0723100360819749	=	0.140749690572683	*	-0.513749165541745	(none)	2016-09-15 15:12:47.5850
2016-09-15 17:12:48.6593	IDEAL PATH Gaze Factor	-0.0344688286895754	=	0.0670448052885653	*	-0.514116321782415	(none)	2016-09-15 15:12:47.9190
2016-09-15 17:12:48.6603	IDEAL PATH Gaze Factor	-0.0374116226390827	=	0.058608703960865	*	-0.638328782429034	(none)	2016-09-15 15:12:48.1850
2016-09-15 17:12:48.6603	IDEAL PATH Gaze Factor	-0.00899052344491686	=	0.0448246342698176	*	-0.200571038478513	(none)	2016-09-15 15:12:48.4340
2016-09-15 17:12:48.6603	IDEAL PATH moveDistanceFactor	-0.236027766370661
2016-09-15 17:12:48.6603	IDEAL PATH eyeMovementsFactor	-0.276485954925202
2016-09-15 17:12:48.6603	IDEAL PATH SCORE	-0.246142313509296
2016-09-15 17:12:48.6613	TargetDistance	0.710951209068298
2016-09-15 17:12:48.6613	GAME DoubleClick	(311.0, 658.0, 0.0)
2016-09-15 15:12:48.5510	EyeTracking Fixation	Started	682	508	-63609549168551
2016-09-15 17:12:48.6933	EyeTracking AOI	NULL
2016-09-15 15:12:48.7500	EyeTracking Fixation	Ended	687	515	199
2016-09-15 17:12:48.8103	EyeTracking AOI	NULL
2016-09-15 15:12:49.3490	EyeTracking Fixation	Started	757	512	-63609549169349
2016-09-15 17:12:49.4943	EyeTracking AOI	NULL
2016-09-15 15:12:49.4500	EyeTracking Fixation	Ended	765	512	101
2016-09-15 17:12:49.5183	EyeTracking AOI	NULL
2016-09-15 15:12:49.5830	EyeTracking Fixation	Started	1041	506	-63609549169583
2016-09-15 17:12:49.7284	EyeTracking AOI	NULL
2016-09-15 15:12:49.6990	EyeTracking Fixation	Ended	1034	528	116
2016-09-15 17:12:49.7604	EyeTracking AOI	NULL
2016-09-15 15:12:49.7840	EyeTracking Fixation	Started	686	53	-63609549169784
2016-09-15 17:12:49.9294	EyeTracking AOI	NULL
2016-09-15 15:12:49.9500	EyeTracking Fixation	Ended	688	75	166
2016-09-15 17:12:50.0114	EyeTracking AOI	NULL
2016-09-15 15:12:49.9670	EyeTracking Fixation	Started	688	92	-63609549169967
2016-09-15 17:12:50.1124	EyeTracking AOI	NULL
2016-09-15 15:12:50.1150	EyeTracking Fixation	Ended	684	86	148
2016-09-15 17:12:50.1804	EyeTracking AOI	NULL
2016-09-15 15:12:50.1320	EyeTracking Fixation	Started	768	65	-63609549170132
2016-09-15 17:12:50.2864	EyeTracking AOI	NULL
2016-09-15 15:12:50.3830	EyeTracking Fixation	Ended	751	68	251
2016-09-15 17:12:50.4304	EyeTracking AOI	NULL
2016-09-15 15:12:50.4320	EyeTracking Fixation	Started	360	204	-63609549170432
2016-09-15 17:12:50.5774	EyeTracking AOI	NULL
2016-09-15 15:12:50.5800	EyeTracking Fixation	Ended	353	215	148
2016-09-15 17:12:50.6445	EyeTracking AOI	NULL
2016-09-15 15:12:50.5990	EyeTracking Fixation	Started	216	154	-63609549170599
2016-09-15 17:12:50.7445	EyeTracking AOI	NULL
2016-09-15 15:12:50.7480	EyeTracking Fixation	Ended	211	127	149
2016-09-15 17:12:50.8115	EyeTracking AOI	NULL
2016-09-15 15:12:50.9660	EyeTracking Fixation	Started	358	53	-63609549170966
2016-09-15 17:12:51.1125	EyeTracking AOI	NULL
2016-09-15 17:12:51.1965	GAME Move	(0.2, 0.0, -0.3)
2016-09-15 17:12:51.1965	IDEAL PATH Gaze Factor	-0.0193046284308003	=	0.0784931368796059	*	-0.245940335655206	(none)	2016-09-15 15:12:48.5510
2016-09-15 17:12:51.1965	IDEAL PATH Gaze Factor	-0.00747114307533809	=	0.0398382252504533	*	-0.187537045849026	(none)	2016-09-15 15:12:49.3490
2016-09-15 17:12:51.1965	IDEAL PATH Gaze Factor	0.000810819620986459	=	0.0457547933569562	*	0.0177209765687465	(none)	2016-09-15 15:12:49.5830
2016-09-15 17:12:51.1965	IDEAL PATH Gaze Factor	-0.0310177059983662	=	0.0654766870452994	*	-0.473721371652584	(none)	2016-09-15 15:12:49.7840
2016-09-15 17:12:51.1965	IDEAL PATH Gaze Factor	-0.0274259816417951	=	0.0583768053174959	*	-0.469809567218221	(none)	2016-09-15 15:12:49.9670
2016-09-15 17:12:51.1965	IDEAL PATH Gaze Factor	-0.0433055759112858	=	0.0990039063154829	*	-0.437412800392841	(none)	2016-09-15 15:12:50.1320
2016-09-15 17:12:51.1965	IDEAL PATH Gaze Factor	-0.037065211712811	=	0.0583768053174959	*	-0.634930457588818	(none)	2016-09-15 15:12:50.4320
2016-09-15 17:12:51.1965	IDEAL PATH Gaze Factor	-0.045988167422124	=	0.0587712431912627	*	-0.78249437862769	(none)	2016-09-15 15:12:50.5990
2016-09-15 17:12:51.1965	IDEAL PATH moveDistanceFactor	0.173204061394573
2016-09-15 17:12:51.1965	IDEAL PATH eyeMovementsFactor	-0.210767594571534
2016-09-15 17:12:51.1965	IDEAL PATH SCORE	0.0772111474030465
2016-09-15 15:12:51.1490	EyeTracking Fixation	Ended	369	46	183
2016-09-15 17:12:51.1975	TargetDistance	0.671151757240295
2016-09-15 17:12:51.1975	GAME DoubleClick	(761.0, 1141.0, 0.0)
2016-09-15 17:12:51.2005	EyeTracking AOI	NULL
2016-09-15 15:12:51.1660	EyeTracking Fixation	Started	425	34	-63609549171166
2016-09-15 17:12:51.3115	EyeTracking AOI	NULL
2016-09-15 15:12:51.4150	EyeTracking Fixation	Ended	441	29	249
2016-09-15 17:12:51.4665	EyeTracking AOI	NULL
2016-09-15 15:12:51.4330	EyeTracking Fixation	Started	456	48	-63609549171433
2016-09-15 17:12:51.5685	EyeTracking AOI	NULL
2016-09-15 15:12:51.5330	EyeTracking Fixation	Ended	460	46	100
2016-09-15 17:12:51.5815	EyeTracking AOI	NULL
2016-09-15 15:12:51.5810	EyeTracking Fixation	Started	612	14	-63609549171581
2016-09-15 17:12:51.7136	EyeTracking AOI	NULL
2016-09-15 15:12:51.6800	EyeTracking Fixation	Ended	630	13	99
2016-09-15 17:12:51.7636	EyeTracking AOI	NULL
2016-09-15 15:12:52.0310	EyeTracking Fixation	Started	791	164	-63609549172031
2016-09-15 15:12:52.1320	EyeTracking Fixation	Ended	791	177	101
2016-09-15 17:12:52.1806	EyeTracking AOI	NULL
2016-09-15 17:12:52.1996	EyeTracking AOI	NULL
2016-09-15 15:12:52.7820	EyeTracking Fixation	Started	915	944	-63609549172782
2016-09-15 17:12:52.9177	EyeTracking AOI	NULL
2016-09-15 15:12:52.8820	EyeTracking Fixation	Ended	897	947	100
2016-09-15 17:12:52.9497	EyeTracking AOI	NULL
2016-09-15 15:12:53.0800	EyeTracking Fixation	Started	731	653	-63609549173080
2016-09-15 17:12:53.2287	EyeTracking AOI	NULL
2016-09-15 15:12:53.2990	EyeTracking Fixation	Ended	731	638	219
2016-09-15 17:12:53.3487	EyeTracking AOI	NULL
2016-09-15 15:12:53.4640	EyeTracking Fixation	Started	468	261	-63609549173464
2016-09-15 17:12:53.5978	EyeTracking AOI	NULL
2016-09-15 15:12:53.6650	EyeTracking Fixation	Ended	471	274	201
2016-09-15 17:12:53.7148	EyeTracking AOI	NULL
2016-09-15 15:12:53.6810	EyeTracking Fixation	Started	182	455	-63609549173681
2016-09-15 17:12:53.8168	EyeTracking AOI	NULL
2016-09-15 15:12:53.8960	EyeTracking Fixation	Ended	174	469	215
2016-09-15 17:12:53.9478	EyeTracking AOI	NULL
2016-09-15 15:12:53.9310	EyeTracking Fixation	Started	178	111	-63609549173931
2016-09-15 17:12:54.0648	EyeTracking AOI	NULL
2016-09-15 15:12:54.1300	EyeTracking Fixation	Ended	184	107	199
2016-09-15 17:12:54.1818	EyeTracking AOI	NULL
2016-09-15 15:12:54.1610	EyeTracking Fixation	Started	368	41	-63609549174161
2016-09-15 17:12:54.2988	EyeTracking AOI	NULL
2016-09-15 15:12:54.3460	EyeTracking Fixation	Ended	381	39	185
2016-09-15 17:12:54.4078	EyeTracking AOI	NULL
2016-09-15 15:12:54.3710	EyeTracking Fixation	Started	493	54	-63609549174371
2016-09-15 17:12:54.4978	EyeTracking AOI	NULL
2016-09-15 17:12:54.4988	GAME HELP	User requested help
2016-09-15 17:12:54.5248	GAME HELP	VirtualAssistant2D activated	Your target is 6.68km away and in cardinal direction NORTH-EAST
2016-09-15 15:12:54.6950	EyeTracking Fixation	Ended	468	54	324
2016-09-15 17:12:54.7669	EyeTracking AOI	NULL
2016-09-15 15:12:54.7110	EyeTracking Fixation	Started	465	64	-63609549174711
2016-09-15 17:12:54.8489	EyeTracking AOI	NULL
2016-09-15 15:12:54.8270	EyeTracking Fixation	Ended	468	59	116
2016-09-15 17:12:54.8829	EyeTracking AOI	NULL
2016-09-15 17:12:55.0009	GAME HELP	User requested help
2016-09-15 15:12:55.1450	EyeTracking Fixation	Started	591	540	-63609549175145
2016-09-15 17:12:55.2829	EyeTracking AOI	NULL
2016-09-15 15:12:55.2770	EyeTracking Fixation	Ended	602	539	132
2016-09-15 17:12:55.3469	EyeTracking AOI	NULL
2016-09-15 17:12:55.5149	GAME HELP	User requested help
2016-09-15 15:12:55.4620	EyeTracking Fixation	Started	1473	995	-63609549175462
2016-09-15 17:12:55.5990	EyeTracking AOI	NULL
2016-09-15 15:12:55.5800	EyeTracking Fixation	Ended	1482	998	118
2016-09-15 17:12:55.6330	EyeTracking AOI	NULL
2016-09-15 15:12:55.5960	EyeTracking Fixation	Started	1401	926	-63609549175596
2016-09-15 17:12:55.7370	EyeTracking AOI	NULL
2016-09-15 15:12:55.8120	EyeTracking Fixation	Ended	1411	928	216
2016-09-15 17:12:55.8680	EyeTracking AOI	NULL
2016-09-15 15:12:55.8280	EyeTracking Fixation	Started	1457	898	-63609549175828
2016-09-15 17:12:55.9680	EyeTracking AOI	NULL
2016-09-15 17:12:56.0150	GAME HELP	User requested help
2016-09-15 15:12:56.0460	EyeTracking Fixation	Ended	1463	902	218
2016-09-15 17:12:56.0990	EyeTracking AOI	NULL
2016-09-15 15:12:56.0970	EyeTracking Fixation	Started	1549	905	-63609549176097
2016-09-15 17:12:56.2350	EyeTracking AOI	NULL
2016-09-15 15:12:56.2280	EyeTracking Fixation	Ended	1554	903	131
2016-09-15 17:12:56.2840	EyeTracking AOI	NULL
2016-09-15 15:12:56.2440	EyeTracking Fixation	Started	1537	939	-63609549176244
2016-09-15 17:12:56.3830	EyeTracking AOI	NULL
2016-09-15 15:12:56.3780	EyeTracking Fixation	Ended	1530	936	134
2016-09-15 17:12:56.4340	EyeTracking AOI	NULL
2016-09-15 17:12:56.5170	GAME HELP	User requested help
2016-09-15 15:12:56.3950	EyeTracking Fixation	Started	1612	919	-63609549176395
2016-09-15 15:12:56.4950	EyeTracking Fixation	Ended	1599	925	100
2016-09-15 17:12:56.5540	EyeTracking AOI	NULL
2016-09-15 17:12:56.5570	EyeTracking AOI	NULL
2016-09-15 15:12:56.6120	EyeTracking Fixation	Started	1441	914	-63609549176612
2016-09-15 17:12:56.7651	EyeTracking AOI	NULL
2016-09-15 15:12:56.7610	EyeTracking Fixation	Ended	1445	902	149
2016-09-15 17:12:56.8171	EyeTracking AOI	NULL
2016-09-15 15:12:56.7790	EyeTracking Fixation	Started	1505	902	-63609549176779
2016-09-15 17:12:56.9171	EyeTracking AOI	NULL
2016-09-15 15:12:56.9430	EyeTracking Fixation	Ended	1509	902	164
2016-09-15 17:12:57.0001	EyeTracking AOI	NULL
2016-09-15 17:12:57.0341	GAME HELP	User requested help
2016-09-15 15:12:56.9610	EyeTracking Fixation	Started	1465	915	-63609549176961
2016-09-15 17:12:57.1011	EyeTracking AOI	NULL
2016-09-15 15:12:57.1110	EyeTracking Fixation	Ended	1454	917	150
2016-09-15 17:12:57.1681	EyeTracking AOI	NULL
2016-09-15 15:12:57.1270	EyeTracking Fixation	Started	1466	900	-63609549177127
2016-09-15 17:12:57.2731	EyeTracking AOI	NULL
2016-09-15 15:12:57.2430	EyeTracking Fixation	Ended	1456	911	116
2016-09-15 17:12:57.3071	EyeTracking AOI	NULL
2016-09-15 15:12:57.2630	EyeTracking Fixation	Started	1538	911	-63609549177263
2016-09-15 17:12:57.4041	EyeTracking AOI	NULL
2016-09-15 15:12:57.3600	EyeTracking Fixation	Ended	1519	914	97
2016-09-15 17:12:57.4181	EyeTracking AOI	NULL
2016-09-15 15:12:57.4440	EyeTracking Fixation	Started	1526	907	-63609549177444
2016-09-15 17:12:57.5841	EyeTracking AOI	NULL
2016-09-15 15:12:57.5760	EyeTracking Fixation	Ended	1521	903	132
2016-09-15 17:12:57.6372	EyeTracking AOI	NULL
2016-09-15 15:12:57.9450	EyeTracking Fixation	Started	1552	919	-63609549177945
2016-09-15 17:12:58.0852	EyeTracking AOI	NULL
2016-09-15 15:12:58.0600	EyeTracking Fixation	Ended	1542	917	115
2016-09-15 17:12:58.1182	EyeTracking AOI	NULL
2016-09-15 15:12:58.1420	EyeTracking Fixation	Started	1614	957	-63609549178142
2016-09-15 17:12:58.2852	EyeTracking AOI	NULL
2016-09-15 15:12:58.2780	EyeTracking Fixation	Ended	1606	957	136
2016-09-15 17:12:58.3502	EyeTracking AOI	NULL
2016-09-15 15:12:58.2940	EyeTracking Fixation	Started	1609	941	-63609549178294
2016-09-15 17:12:58.4352	EyeTracking AOI	NULL
2016-09-15 15:12:58.4440	EyeTracking Fixation	Ended	1612	941	150
2016-09-15 17:12:58.5022	EyeTracking AOI	NULL
2016-09-15 15:12:58.4760	EyeTracking Fixation	Started	1462	911	-63609549178476
2016-09-15 17:12:58.6183	EyeTracking AOI	NULL
2016-09-15 15:12:58.6260	EyeTracking Fixation	Ended	1456	900	150
2016-09-15 17:12:58.6853	EyeTracking AOI	NULL
2016-09-15 15:12:58.8760	EyeTracking Fixation	Started	1578	936	-63609549178876
2016-09-15 17:12:59.0193	EyeTracking AOI	NULL
2016-09-15 15:12:58.9760	EyeTracking Fixation	Ended	1583	934	100
2016-09-15 17:12:59.0363	EyeTracking AOI	NULL
2016-09-15 15:12:58.9920	EyeTracking Fixation	Started	1599	927	-63609549178992
2016-09-15 17:12:59.1513	EyeTracking AOI	NULL
2016-09-15 15:12:59.1090	EyeTracking Fixation	Ended	1589	938	117
2016-09-15 17:12:59.1653	EyeTracking AOI	NULL
2016-09-15 15:12:59.2430	EyeTracking Fixation	Started	1601	943	-63609549179243
2016-09-15 17:12:59.3863	EyeTracking AOI	NULL
2016-09-15 15:12:59.4760	EyeTracking Fixation	Ended	1603	938	233
2016-09-15 17:12:59.5523	EyeTracking AOI	NULL
2016-09-15 15:12:59.5090	EyeTracking Fixation	Started	1584	943	-63609549179509
2016-09-15 17:12:59.6534	EyeTracking AOI	NULL
2016-09-15 15:12:59.6600	EyeTracking Fixation	Ended	1595	936	151
2016-09-15 17:12:59.7224	EyeTracking AOI	NULL
2016-09-15 15:13:00.4260	EyeTracking Fixation	Started	1691	583	-63609549180426
2016-09-15 17:13:00.5744	EyeTracking AOI	NULL
2016-09-15 15:13:00.5430	EyeTracking Fixation	Ended	1691	593	117
2016-09-15 17:13:00.6045	EyeTracking AOI	NULL
2016-09-15 15:13:00.5920	EyeTracking Fixation	Started	1549	577	-63609549180592
2016-09-15 17:13:00.7525	EyeTracking AOI	NULL
2016-09-15 15:13:00.7910	EyeTracking Fixation	Ended	1561	570	199
2016-09-15 17:13:00.8435	EyeTracking AOI	NULL
2016-09-15 15:13:00.8080	EyeTracking Fixation	Started	1552	591	-63609549180808
2016-09-15 17:13:00.9535	EyeTracking AOI	NULL
2016-09-15 15:13:00.9250	EyeTracking Fixation	Ended	1554	580	117
2016-09-15 17:13:00.9895	EyeTracking AOI	NULL
2016-09-15 15:13:00.9590	EyeTracking Fixation	Started	1553	587	-63609549180959
2016-09-15 17:13:01.1045	EyeTracking AOI	NULL
2016-09-15 17:13:01.3725	GAME Move	(0.3, 0.0, -0.3)
2016-09-15 17:13:01.3725	IDEAL PATH Gaze Factor	-0.0127275880390008	=	0.0179852272291937	*	-0.707669015064836	(none)	2016-09-15 15:12:50.9660
2016-09-15 17:13:01.3725	IDEAL PATH Gaze Factor	-0.0163069163176018	=	0.0244717026233292	*	-0.666358061333099	(none)	2016-09-15 15:12:51.1660
2016-09-15 17:13:01.3725	IDEAL PATH Gaze Factor	-0.00632803661002214	=	0.00982799302141734	*	-0.643878826148123	(none)	2016-09-15 15:12:51.4330
2016-09-15 17:13:01.3725	IDEAL PATH Gaze Factor	-0.00533670191053673	=	0.00972971309120317	*	-0.548495300993177	(none)	2016-09-15 15:12:51.5810
2016-09-15 17:13:01.3725	IDEAL PATH Gaze Factor	-0.00350920690955814	=	0.00992627295163151	*	-0.35352714222727	(none)	2016-09-15 15:12:52.0310
2016-09-15 17:13:01.3725	IDEAL PATH Gaze Factor	-0.00343240390102089	=	0.00992627295163151	*	-0.345789796205103	(none)	2016-09-15 15:12:52.0310
2016-09-15 17:13:01.3725	IDEAL PATH Gaze Factor	0.000679379160056104	=	0.00982799302141734	*	0.0691269477476825	(none)	2016-09-15 15:12:52.7820
2016-09-15 17:13:01.3725	IDEAL PATH Gaze Factor	-0.00348021456747335	=	0.021523304716904	*	-0.161695177076597	(none)	2016-09-15 15:12:53.0800
2016-09-15 17:13:01.3725	IDEAL PATH Gaze Factor	-0.0102522762974185	=	0.0197542659730489	*	-0.518990496098709	(none)	2016-09-15 15:12:53.4640
2016-09-15 17:13:01.3725	IDEAL PATH Gaze Factor	-0.014199761758107	=	0.0211301849960473	*	-0.672013130067875	(none)	2016-09-15 15:12:53.6810
2016-09-15 17:13:01.3725	IDEAL PATH Gaze Factor	-0.0158825875470347	=	0.0195577061126205	*	-0.812088465568346	(none)	2016-09-15 15:12:53.9310
2016-09-15 17:13:01.3725	IDEAL PATH Gaze Factor	-0.01277985611318	=	0.0181817870896221	*	-0.702893288222178	(none)	2016-09-15 15:12:54.1610
2016-09-15 17:13:01.3725	IDEAL PATH Gaze Factor	-0.0201867835747377	=	0.0318426973893922	*	-0.633953315194413	(none)	2016-09-15 15:12:54.3710
2016-09-15 17:13:01.3725	IDEAL PATH Gaze Factor	-0.00719621289896758	=	0.0114004719048441	*	-0.631220616043962	(none)	2016-09-15 15:12:54.7110
2016-09-15 17:13:01.3725	IDEAL PATH Gaze Factor	-0.00392355068793182	=	0.0129729507882709	*	-0.302440882723396	(none)	2016-09-15 15:12:55.1450
2016-09-15 17:13:01.3725	IDEAL PATH Gaze Factor	0.00665597051819292	=	0.0115970317652725	*	0.57393742234322	(none)	2016-09-15 15:12:55.4620
2016-09-15 17:13:01.3725	IDEAL PATH Gaze Factor	0.0104064819568225	=	0.0212284649262615	*	0.490213587886367	(none)	2016-09-15 15:12:55.5960
